run_id,condition,query_entity_idx,max_logprob_token,max_logprob,a1_token,a1_logprob,a2_token,a2_logprob,correct_answer
4,control,1, Br,-0.5731009840965271,M,-12.951881408691406,Br,-7.7156982421875,a2
4,attribute,1, Br,-0.7297869920730591,M,-12.256575584411621,Br,-7.937227249145508,a2
4,entity,1, Br,-0.6151838302612305,M,-12.179011344909668,Br,-7.460677146911621,a2
4,both,1, Br,-0.6151838302612305,M,-12.179011344909668,Br,-7.460677146911621,a2
5,control,0, Abu,-0.8799578547477722,Ab,-9.150151252746582,R,-11.968705177307129,a1
5,attribute,0, Abu,-2.1149511337280273,Ab,-10.015337944030762,R,-9.708322525024414,a1
5,entity,0, Abu,-1.150987148284912,Ab,-9.492378234863281,R,-11.244739532470703,a1
5,both,0, Abu,-1.150987148284912,Ab,-9.492378234863281,R,-11.244739532470703,a1
5,control,1, Rab,-0.48014289140701294,Ab,-14.760952949523926,R,-9.041644096374512,a2
5,attribute,1, Rab,-0.7923429012298584,Ab,-14.64383316040039,R,-7.3625593185424805,a2
5,entity,1, Rab,-0.5348376035690308,Ab,-14.427037239074707,R,-8.108710289001465,a2
5,both,1, Rab,-0.5348376035690308,Ab,-14.427037239074707,R,-8.108710289001465,a2
6,control,0, Ap,-0.9493584632873535,Ap,-8.104806900024414,K,-13.807559967041016,a1
6,attribute,0, Ap,-0.9817469716072083,Ap,-8.519729614257812,K,-12.800918579101562,a1
6,entity,0, Ap,-0.5186924338340759,Ap,-7.887527942657471,K,-13.659887313842773,a1
6,both,0, Ap,-0.5186924338340759,Ap,-7.887527942657471,K,-13.659887313842773,a1
6,control,1, K,-0.47247618436813354,Ap,-16.04521942138672,K,-8.339850425720215,a2
6,attribute,1, K,-0.30354657769203186,Ap,-15.923401832580566,K,-8.345344543457031,a2
6,entity,1, K,-0.16551460325717926,Ap,-15.483452796936035,K,-8.353349685668945,a2
6,both,1, K,-0.16551460325717926,Ap,-15.483452796936035,K,-8.353349685668945,a2
7,control,0, Mont,-0.7602635025978088,Mont,-8.71110725402832,Bang,-14.418130874633789,a1
7,attribute,0,"
",-1.3505346775054932,Mont,-9.758825302124023,Bang,-15.891885757446289,a1
7,entity,0, Mont,-0.7414647936820984,Mont,-8.290582656860352,Bang,-14.289460182189941,a1
7,both,0, Mont,-0.7414647936820984,Mont,-8.290582656860352,Bang,-14.289460182189941,a1
7,control,1, Bangkok,-0.48184487223625183,Mont,-14.640636444091797,Bang,-7.620573997497559,a2
7,attribute,1,"
",-1.49158775806427,Mont,-14.666071891784668,Bang,-8.724318504333496,a2
7,entity,1, Bangkok,-1.4239401817321777,Mont,-12.455883026123047,Bang,-7.14197301864624,a2
7,both,1, Bangkok,-1.4239401817321777,Mont,-12.455883026123047,Bang,-7.14197301864624,a2
8,control,0, L,-0.5559868812561035,L,-8.562292098999023,K,-12.021696090698242,a1
8,attribute,0, L,-0.2776889503002167,L,-8.78553581237793,K,-12.165401458740234,a1
8,entity,0, L,-0.5266894102096558,L,-8.063547134399414,K,-11.541679382324219,a1
8,both,0, L,-0.5266894102096558,L,-8.063547134399414,K,-11.541679382324219,a1
8,control,1, Kuwait,-0.20127034187316895,L,-11.942000389099121,K,-8.744269371032715,a2
8,attribute,1,"
",-1.9715014696121216,L,-9.914982795715332,K,-7.540157318115234,a2
8,entity,1, Kuwait,-1.1766934394836426,L,-9.714607238769531,K,-7.544020175933838,a2
8,both,1, Kuwait,-1.1766934394836426,L,-9.714607238769531,K,-7.544020175933838,a2
9,control,0, Ap,-0.6803715825080872,Ap,-7.384206295013428,B,-14.27101993560791,a1
9,attribute,0, Ap,-1.1049842834472656,Ap,-8.185845375061035,B,-13.040205001831055,a1
9,entity,0, Ap,-0.4945775270462036,Ap,-7.303027153015137,B,-13.984476089477539,a1
9,both,0, Ap,-0.4945775270462036,Ap,-7.303027153015137,B,-13.984476089477539,a1
9,control,1, Buch,-0.4198877513408661,Ap,-14.509456634521484,B,-9.143814086914062,a2
9,attribute,1,"
",-1.785192608833313,Ap,-13.618026733398438,B,-7.244985580444336,a2
9,entity,1, Buch,-1.0414972305297852,Ap,-12.90440845489502,B,-7.873473167419434,a2
9,both,1, Buch,-1.0414972305297852,Ap,-12.90440845489502,B,-7.873473167419434,a2
10,control,0, Mog,-0.6854875683784485,M,-9.979639053344727,Man,-12.223981857299805,a1
10,attribute,0, Mog,-1.4678488969802856,M,-9.132989883422852,Man,-10.550154685974121,a1
10,entity,0, Mog,-0.5331388711929321,M,-9.451817512512207,Man,-11.824007987976074,a1
10,both,0, Mog,-0.5331388711929321,M,-9.451817512512207,Man,-11.824007987976074,a1
10,control,1, Manila,-0.43210938572883606,M,-11.657958984375,Man,-8.5814208984375,a2
10,attribute,1, Man,-1.4852458238601685,M,-10.449335098266602,Man,-7.361788749694824,a2
10,entity,1, Manila,-1.0366487503051758,M,-10.184255599975586,Man,-7.845861434936523,a2
10,both,1, Manila,-1.0366487503051758,M,-10.184255599975586,Man,-7.845861434936523,a2
11,control,0, H,-0.587537407875061,H,-9.887901306152344,K,-15.92136287689209,a1
11,attribute,0, H,-0.6922972202301025,H,-9.361109733581543,K,-14.470250129699707,a1
11,entity,0, H,-1.0004743337631226,H,-9.738242149353027,K,-14.69523811340332,a1
11,both,0, H,-1.0004743337631226,H,-9.738242149353027,K,-14.69523811340332,a1
11,control,1, Kh,-0.37733104825019836,H,-10.962871551513672,K,-9.637225151062012,a2
11,attribute,1, Kh,-1.4917958974838257,H,-8.46446704864502,K,-7.611337184906006,a2
11,entity,1, Kh,-0.41530194878578186,H,-9.974040031433105,K,-8.540129661560059,a2
11,both,1, Kh,-0.41530194878578186,H,-9.974040031433105,K,-8.540129661560059,a2
12,control,0, Singapore,-0.10680576413869858,Singapore,-7.568338394165039,D,-14.335535049438477,a1
12,attribute,0,"
",-1.5002059936523438,Singapore,-10.64152717590332,D,-12.00773811340332,a1
12,entity,0, Singapore,-0.32958337664604187,Singapore,-7.41506290435791,D,-12.904581069946289,a1
12,both,0, Singapore,-0.32958337664604187,Singapore,-7.41506290435791,D,-12.904581069946289,a1
12,control,1, D,-0.6747649312019348,Singapore,-11.132051467895508,D,-7.594691753387451,a2
12,attribute,1, D,-0.3884223997592926,Singapore,-13.524730682373047,D,-7.260961055755615,a2
12,entity,1, D,-0.4802080988883972,Singapore,-9.533661842346191,D,-7.4501824378967285,a2
12,both,1, D,-0.4802080988883972,Singapore,-9.533661842346191,D,-7.4501824378967285,a2
13,control,0, Palestine,-1.073256015777588,Jer,-10.205438613891602,Dod,-12.844247817993164,a1
13,attribute,0, Ram,-1.948244333267212,Jer,-11.83424186706543,Dod,-12.875062942504883,a1
13,entity,0, Jerusalem,-1.9051156044006348,Jer,-9.784221649169922,Dod,-12.798559188842773,a1
13,both,0, Jerusalem,-1.9051156044006348,Jer,-9.784221649169922,Dod,-12.798559188842773,a1
13,control,1, Dar,-1.1074062585830688,Jer,-14.650364875793457,Dod,-8.157573699951172,a2
13,attribute,1, Dod,-1.4320526123046875,Jer,-14.695721626281738,Dod,-7.805445671081543,a2
13,entity,1, Dar,-1.5470994710922241,Jer,-12.686599731445312,Dod,-8.116961479187012,a2
13,both,1, Dar,-1.5470994710922241,Jer,-12.686599731445312,Dod,-8.116961479187012,a2
14,control,0, L,-0.42083507776260376,L,-9.083874702453613,Bang,-13.12450122833252,a1
14,attribute,0, L,-0.22056923806667328,L,-9.2877197265625,Bang,-16.365760803222656,a1
14,entity,0, L,-0.26921895146369934,L,-8.820878982543945,Bang,-13.868468284606934,a1
14,both,0, L,-0.26921895146369934,L,-8.820878982543945,Bang,-13.868468284606934,a1
14,control,1, Bangkok,-0.4421381950378418,L,-14.04466438293457,Bang,-7.713057994842529,a2
14,attribute,1,"
",-1.4843705892562866,L,-12.613898277282715,Bang,-8.895487785339355,a2
14,entity,1, Bangkok,-1.3107606172561646,L,-12.12774658203125,Bang,-7.35151481628418,a2
14,both,1, Bangkok,-1.3107606172561646,L,-12.12774658203125,Bang,-7.35151481628418,a2
15,control,0, Kuwait,-0.13967172801494598,K,-8.930646896362305,Har,-16.640657424926758,a1
15,attribute,0,"
",-2.2630951404571533,K,-7.262225151062012,Har,-15.033679008483887,a1
15,entity,0, Kuwait,-0.3984842300415039,K,-8.059313774108887,Har,-15.617615699768066,a1
15,both,0, Kuwait,-0.3984842300415039,K,-8.059313774108887,Har,-15.617615699768066,a1
15,control,1, Har,-0.28290218114852905,K,-11.921490669250488,Har,-7.715734004974365,a2
15,attribute,1, Har,-0.2695716321468353,K,-11.097804069519043,Har,-7.585341930389404,a2
15,entity,1, Har,-0.3349238634109497,K,-10.738426208496094,Har,-7.199499130249023,a2
15,both,1, Har,-0.3349238634109497,K,-10.738426208496094,Har,-7.199499130249023,a2
16,control,0, D,-0.7123409509658813,D,-7.929723262786865,Dam,-11.964313507080078,a1
16,attribute,0, D,-0.649310290813446,D,-7.920501708984375,Dam,-12.786116600036621,a1
16,entity,0, D,-0.6308774352073669,D,-7.82138729095459,Dam,-11.789350509643555,a1
16,both,0, D,-0.6308774352073669,D,-7.82138729095459,Dam,-11.789350509643555,a1
16,control,1, Damascus,-0.5660572052001953,D,-10.125696182250977,Dam,-8.407427787780762,a2
16,attribute,1, ______,-2.255896806716919,D,-8.756256103515625,Dam,-8.362760543823242,a2
16,entity,1, Damascus,-1.0023056268692017,D,-8.930093765258789,Dam,-7.7611165046691895,a2
16,both,1, Damascus,-1.0023056268692017,D,-8.930093765258789,Dam,-7.7611165046691895,a2
17,control,0, Abu,-1.010521650314331,Ab,-9.647135734558105,Mos,-11.038797378540039,a1
17,attribute,0,"
",-2.0162534713745117,Ab,-9.732641220092773,Mos,-11.46390438079834,a1
17,entity,0, Abu,-1.0406590700149536,Ab,-9.844000816345215,Mos,-11.017892837524414,a1
17,both,0, Abu,-1.0406590700149536,Ab,-9.844000816345215,Mos,-11.017892837524414,a1
17,control,1, Moscow,-0.3987478017807007,Ab,-14.599327087402344,Mos,-8.200186729431152,a2
17,attribute,1,"
",-1.3923957347869873,Ab,-13.565095901489258,Mos,-8.928678512573242,a2
17,entity,1, Moscow,-0.8099219799041748,Ab,-13.666031837463379,Mos,-8.235444068908691,a2
17,both,1, Moscow,-0.8099219799041748,Ab,-13.666031837463379,Mos,-8.235444068908691,a2
18,control,0, Bern,-1.2529217004776,Bern,-8.52852725982666,L,-10.43696403503418,a1
18,attribute,0, Bern,-1.1564456224441528,Bern,-8.683085441589355,L,-9.166436195373535,a1
18,entity,0, Bern,-0.7258942723274231,Bern,-7.871917247772217,L,-9.756667137145996,a1
18,both,0, Bern,-0.7258942723274231,Bern,-7.871917247772217,L,-9.756667137145996,a1
18,control,1, Lima,-0.35658618807792664,Bern,-16.594953536987305,L,-8.235825538635254,a2
18,attribute,1, Lima,-1.2533648014068604,Bern,-15.796957015991211,L,-6.233097076416016,a2
18,entity,1, Lima,-0.9556275010108948,Bern,-14.580585479736328,L,-6.693794250488281,a2
18,both,1, Lima,-0.9556275010108948,Bern,-14.580585479736328,L,-6.693794250488281,a2
19,control,0, Beirut,-0.724067747592926,Be,-7.857154846191406,Bern,-10.811302185058594,a1
19,attribute,0, Be,-2.3571062088012695,Be,-6.776593208312988,Bern,-10.923101425170898,a1
19,entity,0, Beirut,-0.6205874085426331,Be,-7.874466896057129,Bern,-9.998934745788574,a1
19,both,0, Beirut,-0.6205874085426331,Be,-7.874466896057129,Bern,-9.998934745788574,a1
19,control,1, Switzerland,-1.3073383569717407,Be,-11.48457145690918,Bern,-8.193191528320312,a2
19,attribute,1, Bern,-1.3606693744659424,Be,-10.524420738220215,Bern,-8.448958396911621,a2
19,entity,1, Bern,-1.006638765335083,Be,-11.180558204650879,Bern,-7.3326826095581055,a2
19,both,1, Bern,-1.006638765335083,Be,-11.180558204650879,Bern,-7.3326826095581055,a2
20,control,0, Rab,-0.7056240439414978,R,-9.335142135620117,Jer,-13.511495590209961,a1
20,attribute,0, Rab,-1.5499508380889893,R,-7.70570182800293,Jer,-13.671743392944336,a1
20,entity,0, Rab,-0.5332885980606079,R,-9.00193977355957,Jer,-13.478949546813965,a1
20,both,0, Rab,-0.5332885980606079,R,-9.00193977355957,Jer,-13.478949546813965,a1
20,control,1, Ram,-1.2106623649597168,R,-11.248481750488281,Jer,-9.192638397216797,a2
20,attribute,1, Ram,-0.7271459698677063,R,-10.304920196533203,Jer,-10.52880859375,a2
20,entity,1, Ram,-0.9409873485565186,R,-10.648688316345215,Jer,-9.58072566986084,a2
20,both,1, Ram,-0.9409873485565186,R,-10.648688316345215,Jer,-9.58072566986084,a2
21,control,0, Mon,-1.004159927368164,Mon,-7.63123893737793,Os,-14.941596984863281,a1
21,attribute,0, Mon,-0.7944765090942383,Mon,-7.681217193603516,Os,-15.242362022399902,a1
21,entity,0, Mon,-0.6085166931152344,Mon,-7.243884086608887,Os,-14.9619140625,a1
21,both,0, Mon,-0.6085166931152344,Mon,-7.243884086608887,Os,-14.9619140625,a1
21,control,1, Oslo,-0.4180305302143097,Mon,-14.318669319152832,Os,-8.599122047424316,a2
21,attribute,1,"
",-2.2716777324676514,Mon,-13.174687385559082,Os,-8.636164665222168,a2
21,entity,1, Oslo,-0.9032834768295288,Mon,-12.848569869995117,Os,-8.249490737915039,a2
21,both,1, Oslo,-0.9032834768295288,Mon,-12.848569869995117,Os,-8.249490737915039,a2
22,control,0, Panama,-0.29315391182899475,Pan,-7.228546142578125,Man,-10.788932800292969,a1
22,attribute,0,"
",-2.5533854961395264,Pan,-9.744261741638184,Man,-9.432546615600586,a1
22,entity,0, Panama,-0.5594474077224731,Pan,-7.0155029296875,Man,-10.130165100097656,a1
22,both,0, Panama,-0.5594474077224731,Pan,-7.0155029296875,Man,-10.130165100097656,a1
22,control,1, Man,-0.8998759984970093,Pan,-11.298063278198242,Man,-7.593954563140869,a2
22,attribute,1, Man,-0.3869391083717346,Pan,-13.123804092407227,Man,-7.676621437072754,a2
22,entity,1, Man,-0.6274065971374512,Pan,-9.933706283569336,Man,-7.321105480194092,a2
22,both,1, Man,-0.6274065971374512,Pan,-9.933706283569336,Man,-7.321105480194092,a2
23,control,0, Kath,-0.8765426874160767,K,-9.224756240844727,Stock,-14.611063003540039,a1
23,attribute,0, Kath,-1.3791967630386353,K,-8.314054489135742,Stock,-14.09366512298584,a1
23,entity,0, Kath,-0.4492798447608948,K,-9.137978553771973,Stock,-14.492945671081543,a1
23,both,0, Kath,-0.4492798447608948,K,-9.137978553771973,Stock,-14.492945671081543,a1
23,control,1, Stockholm,-0.48307061195373535,K,-11.691681861877441,Stock,-8.278360366821289,a2
23,attribute,1,"
",-2.025226593017578,K,-10.346492767333984,Stock,-7.831878662109375,a2
23,entity,1, Nepal,-1.1330839395523071,K,-10.585972785949707,Stock,-7.954892635345459,a2
23,both,1, Nepal,-1.1330839395523071,K,-10.585972785949707,Stock,-7.954892635345459,a2
24,control,0, Mongolia,-0.9248207211494446,U,-8.059248924255371,T,-11.162877082824707,a1
24,attribute,0, U,-1.7050724029541016,U,-8.474091529846191,T,-9.743121147155762,a1
24,entity,0, U,-0.8274073600769043,U,-7.482471942901611,T,-10.34868049621582,a1
24,both,0, U,-0.8274073600769043,U,-7.482471942901611,T,-10.34868049621582,a1
24,control,1, Tunis,-0.7305274605751038,U,-11.276729583740234,T,-6.122922420501709,a2
24,attribute,1, T,-2.240844488143921,U,-9.851323127746582,T,-4.953754425048828,a2
24,entity,1, Tunis,-1.1291072368621826,U,-9.329590797424316,T,-5.196597099304199,a2
24,both,1, Tunis,-1.1291072368621826,U,-9.329590797424316,T,-5.196597099304199,a2
25,control,0, Lima,-0.7021623849868774,L,-8.21893310546875,Val,-13.421917915344238,a1
25,attribute,0, Lima,-1.8800352811813354,L,-6.694316864013672,Val,-11.773246765136719,a1
25,entity,0, Lima,-0.731962263584137,L,-7.445125579833984,Val,-12.62238883972168,a1
25,both,0, Lima,-0.731962263584137,L,-7.445125579833984,Val,-12.62238883972168,a1
25,control,1, Malta,-0.9339174628257751,L,-11.378708839416504,Val,-7.507786273956299,a2
25,attribute,1, Val,-0.9608210921287537,L,-10.545568466186523,Val,-6.832350730895996,a2
25,entity,1, Val,-1.175602674484253,L,-10.382356643676758,Val,-6.764359474182129,a2
25,both,1, Val,-1.175602674484253,L,-10.382356643676758,Val,-6.764359474182129,a2
26,control,0, Abu,-0.9394001960754395,Ab,-9.599559783935547,Br,-12.742900848388672,a1
26,attribute,0, Abu,-2.4564247131347656,Ab,-9.921491622924805,Br,-11.783778190612793,a1
26,entity,0, Abu,-1.0507885217666626,Ab,-9.955126762390137,Br,-12.63412857055664,a1
26,both,0, Abu,-1.0507885217666626,Ab,-9.955126762390137,Br,-12.63412857055664,a1
26,control,1, Br,-0.5401416420936584,Ab,-16.76410484313965,Br,-8.095609664916992,a2
26,attribute,1, Br,-0.7218633890151978,Ab,-15.927023887634277,Br,-8.361658096313477,a2
26,entity,1, Br,-0.6950148940086365,Ab,-15.826454162597656,Br,-7.85284423828125,a2
26,both,1, Br,-0.6950148940086365,Ab,-15.826454162597656,Br,-7.85284423828125,a2
27,control,0, Damascus,-0.5151970982551575,Dam,-9.359197616577148,R,-11.675679206848145,a1
27,attribute,0,"
",-2.3948848247528076,Dam,-8.940210342407227,R,-10.269309997558594,a1
27,entity,0, Damascus,-0.4147396981716156,Dam,-8.9269380569458,R,-11.206208229064941,a1
27,both,0, Damascus,-0.4147396981716156,Dam,-8.9269380569458,R,-11.206208229064941,a1
27,control,1, R,-0.2720494270324707,Dam,-16.819406509399414,R,-8.398366928100586,a2
27,attribute,1, R,-0.4974004626274109,Dam,-16.568538665771484,R,-8.674266815185547,a2
27,entity,1, R,-0.20733144879341125,Dam,-16.252771377563477,R,-7.935276031494141,a2
27,both,1, R,-0.20733144879341125,Dam,-16.252771377563477,R,-7.935276031494141,a2
28,control,0, Ap,-0.6125383973121643,Ap,-7.575177192687988,Os,-16.093326568603516,a1
28,attribute,0, Ap,-1.0951762199401855,Ap,-8.354515075683594,Os,-16.11720085144043,a1
28,entity,0, Ap,-0.4186069369316101,Ap,-7.446990966796875,Os,-16.07722282409668,a1
28,both,0, Ap,-0.4186069369316101,Ap,-7.446990966796875,Os,-16.07722282409668,a1
28,control,1, Oslo,-0.5147286653518677,Ap,-15.64413833618164,Os,-8.481293678283691,a2
28,attribute,1,"
",-2.5201854705810547,Ap,-14.49448013305664,Os,-8.431236267089844,a2
28,entity,1, Oslo,-1.4558583498001099,Ap,-13.395615577697754,Os,-7.896205902099609,a2
28,both,1, Oslo,-1.4558583498001099,Ap,-13.395615577697754,Os,-7.896205902099609,a2
29,control,0, Stockholm,-0.7418755292892456,Stock,-8.341726303100586,Man,-11.066859245300293,a1
29,attribute,0,"
",-1.652258038520813,Stock,-8.373180389404297,Man,-10.248735427856445,a1
29,entity,0, Stockholm,-1.0362119674682617,Stock,-7.830086708068848,Man,-10.428183555603027,a1
29,both,0, Stockholm,-1.0362119674682617,Stock,-7.830086708068848,Man,-10.428183555603027,a1
29,control,1, Man,-0.49085503816604614,Stock,-15.42673110961914,Man,-7.937970161437988,a2
29,attribute,1, Man,-0.31179794669151306,Stock,-15.558290481567383,Man,-8.284132957458496,a2
29,entity,1, Man,-0.4224228262901306,Stock,-14.558847427368164,Man,-7.8551812171936035,a2
29,both,1, Man,-0.4224228262901306,Stock,-14.558847427368164,Man,-7.8551812171936035,a2
30,control,0, Bel,-1.2230457067489624,Bel,-8.147926330566406,Am,-14.5830659866333,a1
30,attribute,0,"
",-1.4804593324661255,Bel,-9.383374214172363,Am,-13.8095064163208,a1
30,entity,0, Bel,-1.5057700872421265,Bel,-8.18976879119873,Am,-14.048343658447266,a1
30,both,0, Bel,-1.5057700872421265,Bel,-8.18976879119873,Am,-14.048343658447266,a1
30,control,1, Amsterdam,-0.8594346046447754,Bel,-10.54652214050293,Am,-8.884033203125,a2
30,attribute,1,"
",-1.5977067947387695,Bel,-11.104084968566895,Am,-8.338359832763672,a2
30,entity,1, Amsterdam,-1.070550560951233,Bel,-9.7011079788208,Am,-8.38352108001709,a2
30,both,1, Amsterdam,-1.070550560951233,Bel,-9.7011079788208,Am,-8.38352108001709,a2
31,control,0, Bern,-1.1176751852035522,Bern,-8.541138648986816,Am,-12.918688774108887,a1
31,attribute,0, Bern,-1.2849886417388916,Bern,-8.294888496398926,Am,-12.363958358764648,a1
31,entity,0, Bern,-0.6148927211761475,Bern,-7.885371208190918,Am,-13.126028060913086,a1
31,both,0, Bern,-0.6148927211761475,Bern,-7.885371208190918,Am,-13.126028060913086,a1
31,control,1, Amsterdam,-0.5042297840118408,Bern,-13.95157241821289,Am,-8.663736343383789,a2
31,attribute,1,"
",-1.8271129131317139,Bern,-13.382845878601074,Am,-7.848238945007324,a2
31,entity,1, Amsterdam,-0.8936478495597839,Bern,-12.095678329467773,Am,-8.132331848144531,a2
31,both,1, Amsterdam,-0.8936478495597839,Bern,-12.095678329467773,Am,-8.132331848144531,a2
32,control,0, Damascus,-0.46869850158691406,Dam,-8.953742980957031,P,-14.780275344848633,a1
32,attribute,0, ______,-2.687635898590088,Dam,-8.625425338745117,P,-12.97842025756836,a1
32,entity,0, Damascus,-0.5668449401855469,Dam,-8.334296226501465,P,-13.96003532409668,a1
32,both,0, Damascus,-0.5668449401855469,Dam,-8.334296226501465,P,-13.96003532409668,a1
32,control,1, Pr,-0.4487021565437317,Dam,-16.733421325683594,P,-10.051342010498047,a2
32,attribute,1, Pr,-0.43096980452537537,Dam,-17.334840774536133,P,-9.349272727966309,a2
32,entity,1, Pr,-0.5281409025192261,Dam,-16.08490562438965,P,-9.094744682312012,a2
32,both,1, Pr,-0.5281409025192261,Dam,-16.08490562438965,P,-9.094744682312012,a2
33,control,0, Oslo,-0.6915938258171082,Os,-8.260945320129395,Br,-12.971455574035645,a1
33,attribute,0, Oslo,-2.166381597518921,Os,-9.060264587402344,Br,-11.959627151489258,a1
33,entity,0, Oslo,-0.7073268294334412,Os,-8.250057220458984,Br,-12.356794357299805,a1
33,both,0, Oslo,-0.7073268294334412,Os,-8.250057220458984,Br,-12.356794357299805,a1
33,control,1, Br,-0.43271148204803467,Os,-14.169534683227539,Br,-8.321128845214844,a2
33,attribute,1, Br,-0.6792166233062744,Os,-14.218128204345703,Br,-8.40362548828125,a2
33,entity,1, Br,-0.4157378375530243,Os,-13.485793113708496,Br,-7.816789150238037,a2
33,both,1, Br,-0.4157378375530243,Os,-13.485793113708496,Br,-7.816789150238037,a2
34,control,0, Monaco,-0.26622894406318665,Mon,-9.498225212097168,Lux,-9.080687522888184,a1
34,attribute,0, ______,-2.351794719696045,Mon,-11.55207633972168,Lux,-10.870920181274414,a1
34,entity,0, Monaco,-0.6602463722229004,Mon,-9.592117309570312,Lux,-8.60890007019043,a1
34,both,0, Monaco,-0.6602463722229004,Mon,-9.592117309570312,Lux,-8.60890007019043,a1
34,control,1, Luxembourg,-0.22360607981681824,Mon,-10.42945671081543,Lux,-7.9767961502075195,a2
34,attribute,1, ______,-2.329559326171875,Mon,-11.852179527282715,Lux,-12.103313446044922,a2
34,entity,1, Luxembourg,-0.7907654047012329,Mon,-9.418632507324219,Lux,-8.626492500305176,a2
34,both,1, Luxembourg,-0.7907654047012329,Mon,-9.418632507324219,Lux,-8.626492500305176,a2
35,control,0, H,-0.7572737336158752,H,-10.382600784301758,Man,-13.07176685333252,a1
35,attribute,0, H,-0.6679608821868896,H,-9.900750160217285,Man,-12.077150344848633,a1
35,entity,0, H,-1.0189944505691528,H,-10.330492973327637,Man,-12.229531288146973,a1
35,both,0, H,-1.0189944505691528,H,-10.330492973327637,Man,-12.229531288146973,a1
35,control,1, Manila,-0.3945801258087158,H,-13.802648544311523,Man,-9.00289535522461,a2
35,attribute,1,"
",-1.712500810623169,H,-12.176751136779785,Man,-7.938222885131836,a2
35,entity,1, Manila,-0.5838591456413269,H,-13.199790954589844,Man,-8.501840591430664,a2
35,both,1, Manila,-0.5838591456413269,H,-13.199790954589844,Man,-8.501840591430664,a2
36,control,0, Lima,-0.6898499727249146,L,-8.04891586303711,Mus,-15.866912841796875,a1
